ArdA,31926,AntirestrictionArdAfamilyprotein_pANACY.03,290,67.3
ArdA,14831,AntirestrictionproteinArdA_pC60-108,294,73.9
ArdA,19614,ArdA-familyantirestrictionprotein_pJIR4150,167,59.0
ArdA,23126,AntirestrictionArdAfamilyprotein_pEMTOL01,181,*
ArdA,19546,AntirestrictionproteinArdA_p69-3818,171,99.4
ArdA,19546,Antirestrictionprotein(ArdA)_pO104_H7,166,97.6
ArdA,19546,ardA_pJIE139,166,98.2
ArdA,19546,antirestrictionprotein_pO26-Vir,141,92.9
ArdA,19546,antirestrictionprotein_unnamed1,141,97.2
ArdA,2840,conservedhypotheticalprotein_pUMNK88_Ent,652,93.4
ArdA,2840,hypotheticalprotein_pEC743_1,652,91.8
ArdA,2840,AntirestrictionproteinArdA_pSH1148_107,296,61.9
ArdA,2840,orf19_pCERC3,169,53.5
ArdA,2840,['orfX76']_pO103,158,73.1
ArdA,2840,['orfX13']_pIP1206,157,61.7
ArdA,2840,ygbA_p9134,156,70.3
ArdA,2840,YfeA_pM105,156,97.4
ArdA,2840,yfeA_pHV114,156,93.6
ArdA,2840,ygbA_pHV114,156,70.3
ArdA,2840,hypotheticalprotein_pEC15I_2,152,100.0
ArdA,2840,conservedhypotheticalprotein(pseudogene)_pAA,152,73.8
ArdA,2840,hypotheticalprotein_pCTXM15,148,83.1
ArdA,2840,hypotheticalprotein_pND11_107,113,100.0
ArdA,2840,hypotheticalprotein_unnamed1,98,64.6
ArdA,524,areA_pADAP,246,51.8
ArdA,524,antirestrictionprotein_pSEHO0A2,245,74.5
ArdA,524,Anti-restrictionprotein_pNJST258N2,193,73.8
ArdA,524,ardA_pVGH151,193,72.0
ArdA,524,antirestrictionprotein_pUHKPC45-117,180,80.6
ArdA,524,antirestrictionprotein_pKp5-1,176,75.6
ArdA,524,antirestrictionprotein_pCAV1374-150,176,75.0
ArdA,524,antirestrictionprotein_unnamed,176,84.7
ArdA,524,ardA_pCF8698_KPC2,169,58.1
ArdA,524,antirestrictionprotein_pKPC-47e,169,58.7
ArdA,524,ArdAprotein_pEcNDM1,169,58.7
ArdA,524,ArdAprotein_pBK32602,169,58.7
ArdA,524,ardA_pDS2,169,58.1
ArdA,524,AntirestrictionproteinArdA_pL2-43,169,58.7
ArdA,524,antirestrictionprotein_pBZ19,169,58.1
ArdA,524,antirestrictionprotein_pKPC-56a,169,58.7
ArdA,524,antirestrictionprotein_pZH063_2,169,58.7
ArdA,524,ardA_pVQS1,169,58.7
ArdA,524,ardA_R46,169,58.7
ArdA,524,ardA_pIMP-HZ1,169,58.7
ArdA,524,antirestrictionprotein_pSGSC3045-121,168,92.9
ArdA,524,antirestrictionprotein_pMT1,168,99.4
ArdA,524,AntirestrictionproteinArdA_pKpQIL-Ec,168,72.0
ArdA,524,ardA_pHS08204,168,71.4
ArdA,524,AdrA_pIT-FIPP-1,168,72.0
ArdA,524,ardA_pEC4-NDM-6,168,95.2
ArdA,524,ArdA_pIT-01C03,168,72.0
ArdA,524,AntirestrictionproteinArdA_pBK34397,168,72.6
ArdA,524,antirestrictionprotein_pKpQIL-531,168,72.0
ArdA,524,ardA_pKp11-42,168,72.6
ArdA,524,['orfX109']_pKRH,168,72.0
ArdA,524,antirestrictionprotein_pK1HV,168,72.6
ArdA,524,AntirestrictionproteinArdA_pBK33689,168,72.0
ArdA,524,antirestrictionprotein_pMNCRE44_5,168,73.8
ArdA,524,Putativeantirestrictionprotein_pKOX_NDM1,168,95.2
ArdA,524,antirestrictionprotein_p500_1420-130.552kb,168,72.0
ArdA,524,antirestrictionprotein_pKp41,168,72.0
ArdA,524,antirestrictionprotein_:,168,92.9
ArdA,524,ardA_pGA45,168,91.1
ArdA,524,ardA_pRYC11,168,72.6
ArdA,524,antirestrictionprotein_p34399-106.698kb,166,68.7
ArdA,524,AntirestrictionproteinArdA_pC59-112,166,52.4
ArdA,524,ardA_pFAM22871_2,166,54.8
ArdA,524,ArdA_pTMSA1088,166,54.8
ArdA,524,anti-restrictionproteinArdA_pSEEH1578_01,166,54.2
ArdA,524,ArdA_pDV10,166,54.8
ArdA,524,antirestrictionprotein_p12-4374_96,166,54.2
ArdA,524,antirestrictionprotein_pO145-NM,166,54.2
ArdA,524,AntirestrictionproteinArdA_pC23-89,166,54.2
ArdA,524,anti-restrictionprotein_TY474p2,166,54.2
ArdA,524,ard_pRK1,166,54.2
ArdA,524,ardA_pHV114,166,52.4
ArdA,524,ard_pKHSB1,166,54.2
ArdA,524,ardA_pSH146_87,166,54.2
ArdA,524,antirestrictionprotein_pMVAST0167_2,166,54.2
ArdA,524,antirestrictionprotein_pCFSAN002069_01,166,54.2
ArdA,524,Antirestrictionprotein_pCMY42,166,54.2
ArdA,524,antirestrictionprotein_pSTY1-1898,166,52.4
ArdA,524,AntirestrictionproteinArdA_pH2332-107,166,54.2
ArdA,524,AntirestrictionproteinArdA_pBU53M1,166,54.8
ArdA,524,AntirestrictionArdAfamilyprotein_pEKO1101,166,54.2
ArdA,524,ardA_pM105,166,54.8
ArdA,524,ardA_pO145-12581,166,54.2
ArdA,524,putativeantirestrictionprotein_pKPN5,142,71.8
ArdA,524,antirestrictionprotein_pKpN01-CTX,142,72.5
ArdA,524,antirestrictionprotein_PDM02,141,96.5
ArdA,524,Antirestrictionprotein_unnamed,141,95.7
ArdA,524,antirestrictionprotein_unnamed2,141,98.6
ArdA,524,antirestrictionprotein_pCVM22462,141,100.0
ArdA,524,hypotheticalprotein_pSTU288-1,140,59.9
ArdA,524,hypotheticalprotein_p9134dT,111,100.0
ArdA,46632,antirestrictionprotein_pNOS3756_2,250,86.4
