ArdA,65710,ArdA-familyantirestrictionprotein_Inc?_pJIR4150,165,*
ArdA,61822,AntirestrictionArdAfamilyprotein_Inc?_pANACY.03,290,67.3
ArdA,9128,hypotheticalprotein_Inc?_pCS0010A_95,682,94.1
ArdA,9128,hypotheticalprotein_Inc?_pSTU288-1,652,94.3
ArdA,9128,hypotheticalprotein_Inc?_p9134dT,344,62.0
ArdA,9128,hypotheticalprotein_Inc?_p9134,344,62.0
ArdA,9128,hypotheticalprotein_Inc?_p9134dAT,344,62.0
ArdA,9128,N-terminalpartofanti-restrictionproteinArd_Inc?_pAPEC-O78-2,314,98.3
ArdA,9128,AntirestrictionproteinArdA_Inc?_pCMY2,301,*
ArdA,9128,anti-restrictionprotein_Inc?_pSC138,296,68.9
ArdA,9128,YgbA-ard_Inc?_pEK204,296,68.9
ArdA,9128,anti-restrictionproteinArdA_Inc?_pSD107,296,68.5
ArdA,9128,putativeantirestrictionprotein_Inc?_pND11_107,296,68.5
ArdA,9128,AntirestrictionproteinArdA_Inc?_pSH1148_107,296,68.5
ArdA,9128,anti-restrictionproteinArdA_Inc?_pSTM709,296,68.5
ArdA,9128,putativeantirestrictionprotein_Inc?_pUMNF18_IncI1,296,68.5
ArdA,9128,AntirestrictionproteinArdA_Inc?_pH2291-112,294,100.0
ArdA,9128,YgbA-ard_Inc?_PCN061p5,294,100.0
ArdA,9128,AntirestrictionproteinArdA_Inc?_pC60-108,294,100.0
ArdA,9128,antirestrictionproteinArdA_Inc?_pJIE512b,244,98.0
ArdA,9128,putativeantirestrictionprotein_Inc?_pUMNK88_Hly,238,73.9
ArdA,9128,hypotheticalprotein_Inc?_pEB1,208,96.6
ArdA,9128,putativeanti-restrictionprotein_Inc?_pETEC_73,186,70.1
ArdA,9128,conservedhypotheticalprotein_Inc?_pUMNK88_91,183,99.5
ArdA,9128,antirestrictionprotein_Inc?_pKOXM1B,180,96.7
ArdA,9128,Putativeantirestrictionprotein_Inc?_pKOX_NDM1,176,80.0
ArdA,9128,AntirestrictionproteinArdA_Inc?_p69-3818,171,96.5
ArdA,9128,anti-restrictionprotein_Inc?_pCol1B9_SL1344,171,97.7
ArdA,9128,AntirestrictionproteinArdA_Inc?_pC49-108,171,100.0
ArdA,9128,antirestrictionprotein_Inc?_pKPC-860,169,58.7
ArdA,9128,antirestrictionprotein_Inc?_pKPC-629,169,58.7
ArdA,9128,ArdAprotein_Inc?_pBK32602,169,58.7
ArdA,9128,ArdAprotein_Inc?_pBK31551,169,58.7
ArdA,9128,AntirestrictionproteinArdA_Inc?_pLK75,169,58.7
ArdA,9128,ArdA_Inc?_pKC396,169,58.7
ArdA,9128,antirestrictionprotein_Inc?_pKPC_CAV1043,169,58.7
ArdA,9128,AntirestrictionproteinArdA_Inc?_pKo6,169,58.7
ArdA,9128,AntirestrictionproteinArdA_Inc?_pMR3-OXA181,169,58.7
ArdA,9128,antirestrictionprotein_Inc?_1205p3,169,58.7
ArdA,9128,ArdAprotein_Inc?_pBK28009,169,58.7
