Rep,59722,RepAprotein,Inc?,pBc53,344,*,0
Rep,59722,hypotheticalprotein,Inc?,pBT1850054,51,*,0
Rep,80941,PlasmidreplicationproteinRepB,Inc?,pLokhon01,361,100.0,0
Rep,38641,replicationinitiatorproteinRepA,Inc?,pCMA2,303,99.6,0
Rep,38641,putativereplicationinitiatorproteinRepA,Inc?,CSK29544,255,100.0,0
Rep,38641,hypotheticalprotein,Inc?,pCTU3,37,*,0
Rep,38641,hypotheticalprotein,Inc?,p2,37,*,0
Rep,3928,InitiatorReplicationprotein,Inc?,pMETAL01,439,*,0
Rep,45020,replication-associatedproteinRepC,Inc?,pLRI01,134,100.0,0
Rep,45020,hypotheticalprotein,Inc?,pLF01,69,*,0
Rep,4026,plasmidencodedRepAprotein,Inc?,pNL1,434,100.0,0
Rep,4026,pirin,Inc?,p1,434,91.5,0
Rep,4026,plasmidreplicationproteinRepA,Inc?,pCADAB1,434,91.7,0
Rep,4026,RepAreplicationprotein,Inc?,pNL1,420,100.0,0
Rep,10451,initiatorReplicationfamilyprotein,Inc?,unnamed,251,99.6,0
Rep,10451,initiatorRepBprotein,Inc?,pRp12D03,251,*,0
Rep,10451,initiatorRepBprotein,Inc?,pRPIC01,251,99.6,0
Rep,14079,ReplicationproteinRepB,Inc?,pEF-01,398,72.1,0
Rep,14079,hypotheticalprotein,Inc?,pIL7,207,75.7,0
Rep,13612,replicationinitiationproteinRepZ,Inc?,p9134dT,246,99.0,0
Rep,13612,replicationinitiationproteinRepZ,Inc?,p9134dAT,246,99.0,0
Rep,13612,replicationinitiationproteinRepZ,Inc?,p9134,246,99.0,0
Rep,13612,replicationinitiationprotein,inci,pO26-Vir,246,97.5,0
Rep,13612,Replicationinitiationprotein,Inc?,pRM13516,246,71.6,0
Rep,13612,Replicationinitiationprotein,Inc?,pRM12761,246,71.6,0
Rep,13612,replicationinitiationprotein,Inc?,pEB1,197,*,0
Rep,8300,proteinRepA,Inc?,unnamed2,297,100.0,0
Rep,8300,proteinRepA,Inc?,CFH1-7plasmid2,297,98.3,0
Rep,8300,initiatorRepBprotein,Inc?,pPAT9B05,297,97.0,0
Rep,8300,initiatorRepBprotein,Inc?,pSEHO0A2,294,81.1,0
Rep,8300,Replicationinitiationprotein,Inc?,p14-120,294,80.5,0
Rep,8300,RepFIBreplicationproteinA,Inc?,CSK29544,290,78.5,0
Rep,8300,Replicationinitiationprotein,Inc?,pSP291-2,290,78.5,0
Rep,8300,proteinRepA,Inc?,pCS3,290,78.5,0
Rep,8300,proteinRepA,Inc?,pCMA2,290,78.5,0
Rep,8300,initiatorRepBprotein,Inc?,p2,290,78.5,0
Rep,8300,RepFIBreplicationproteinA,Inc?,pCTU3,230,75.1,0
Rep,8300,plasmidinitiationprotein,Inc?,pKP1433,230,74.8,0
Rep,10458,initiatorRepBprotein,Inc?,pYU39,251,*,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,1,669,99.9,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,unnamed1,669,99.9,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,pMT1,669,99.9,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,pMT,669,99.9,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,unnamed,669,99.9,0
Rep,11985,chromosomepartitioningproteinParB,Inc?,unnamed2,351,73.0,0
Rep,11985,chromosomepartitioningproteinParB,Inc?,pSAN1-1735,232,84.9,0
Rep,11985,hypotheticalproteinYPMT1.28c,Inc?,pMT1.,222,92.3,0
