Rep,59722,hypotheticalprotein,Inc?,pBT1850054,240597,352,83.1,0
Rep,59722,RepAprotein,Inc?,pBc53,260154,344,*,0
Rep,80941,PlasmidreplicationproteinRepB,Inc?,pLokhon01,138008,361,100.0,0
Rep,80941,PlasmidreplicationproteinRepB,Inc?,pLokhon01,312906,361,*,0
Rep,38641,hypotheticalprotein,Inc?,pCTU3,220917,303,98.8,0
Rep,38641,replicationinitiatorproteinRepA,Inc?,pCMA2,119344,303,99.6,0
Rep,38641,putativereplicationinitiatorproteinRepA,Inc?,CSK29544,175224,255,100.0,0
Rep,38641,hypotheticalprotein,Inc?,p2,200507,255,*,0
Rep,3928,InitiatorReplicationprotein,Inc?,pMETAL01,205776,439,*,0
Rep,45020,replication-associatedproteinRepC,Inc?,pLRI01,256282,134,100.0,0
Rep,45020,hypotheticalprotein,Inc?,pLF01,285401,134,*,0
Rep,4026,plasmidencodedRepAprotein,Inc?,pNL1,125852,434,100.0,0
Rep,4026,pirin,Inc?,p1,195799,434,91.5,0
Rep,4026,plasmidreplicationproteinRepA,Inc?,pCADAB1,52678,434,91.7,0
Rep,4026,RepAreplicationprotein,Inc?,pNL1,145352,434,*,0
Rep,10451,initiatorReplicationfamilyprotein,Inc?,unnamed,237551,251,99.6,0
Rep,10451,initiatorRepBprotein,Inc?,pRPIC01,161011,251,99.6,0
Rep,10451,initiatorRepBprotein,Inc?,pRp12D03,143543,251,*,0
Rep,14079,hypotheticalprotein,Inc?,pIL7,287919,207,75.7,0
Rep,14079,ReplicationproteinRepB,Inc?,pEF-01,233073,190,*,0
Rep,13612,replicationinitiationproteinRepZ,Inc?,p9134dAT,17157,246,99.0,0
Rep,13612,replicationinitiationproteinRepZ,Inc?,p9134,15066,246,99.0,0
Rep,13612,Replicationinitiationprotein,Inc?,pRM13516,113762,246,71.6,0
Rep,13612,replicationinitiationproteinRepZ,Inc?,p9134dT,16460,246,99.0,0
Rep,13612,replicationinitiationprotein,inci,pO26-Vir,23527,246,97.5,0
Rep,13612,Replicationinitiationprotein,Inc?,pRM12761,100693,246,71.6,0
Rep,13612,replicationinitiationprotein,Inc?,pEB1,33355,197,*,0
Rep,8300,initiatorRepBprotein,Inc?,pPAT9B05,158211,297,97.0,0
Rep,8300,proteinRepA,Inc?,CFH1-7plasmid2,316089,297,98.3,0
Rep,8300,proteinRepA,Inc?,unnamed2,78096,297,100.0,0
Rep,8300,proteinRepA,Inc?,unnamed2,309050,297,*,0
Rep,8300,proteinRepA,Inc?,CFH1-7plasmid2,195380,297,98.3,0
Rep,8300,initiatorRepBprotein,Inc?,pSEHO0A2,53118,294,81.1,0
Rep,8300,initiatorRepBprotein,Inc?,pSEHO0A2,51150,294,81.1,0
Rep,8300,Replicationinitiationprotein,Inc?,p14-120,9199,294,80.5,0
Rep,8300,Replicationinitiationprotein,Inc?,pSP291-2,142024,290,78.5,0
Rep,8300,RepFIBreplicationproteinA,Inc?,CSK29544,175229,290,78.5,0
Rep,8300,initiatorRepBprotein,Inc?,p2,200498,290,78.5,0
Rep,8300,proteinRepA,Inc?,pCMA2,119338,290,78.5,0
Rep,8300,proteinRepA,Inc?,pCS3,168376,290,78.5,0
Rep,8300,RepFIBreplicationproteinA,Inc?,pCTU3,220908,230,75.1,0
Rep,8300,plasmidinitiationprotein,Inc?,pKP1433,42905,230,74.8,0
Rep,10458,initiatorRepBprotein,Inc?,pYU39,98127,251,*,0
Rep,11985,hypotheticalprotein,Inc?,pMT1,1815,233,92.3,0
Rep,11985,unknown,Inc?,pMT-1,47663,233,92.3,0
Rep,11985,hypotheticalprotein,Inc?,pMT1,295299,222,92.3,0
Rep,11985,hypotheticalproteinYPMT1.28c,Inc?,pMT1.,305708,222,92.3,0
Rep,11985,hypotheticalprotein,Inc?,unnamed,201889,222,92.3,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,pMT,107662,222,92.3,0
Rep,11985,unknown,Inc?,pMT1,302254,222,92.3,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,pMT,136330,222,92.3,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,pMT,310107,222,92.3,0
Rep,11985,chromosomepartitioningproteinParB,Inc?,ESBL242,168804,222,89.2,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,1,122230,222,92.3,0
Rep,11985,parB-likenucleasedomainprotein,Inc?,pMT,122097,222,92.3,0
Rep,11985,chromosomepartitioningproteinParB,Inc?,pSAN1-1735,167671,222,90.5,0
Rep,11985,hypotheticalprotein,Inc?,pMT1,295378,222,91.9,0
